Energies found for the quantum particle in a box:
n	calc		exact
0	9.86862419	9.86960440
1	39.46273615	39.47841760
2	88.74706800	88.82643961
3	157.66288668	157.91367042
4	246.12806390	246.74011003
5	354.03717405	355.30575844
6	481.26161979	483.61061565
7	627.64978535	631.65468167
8	793.02721719	799.43795649
9	977.19683189	986.96044011
10	1179.93915104	1194.22213253
11	1401.01256280	1421.22303376
12	1640.15360980	1667.96314378
13	1897.07730313	1934.44246261
14	2171.47746198	2220.66099025
15	2463.02707848	2526.61872668
16	2771.37870745	2852.31567191
17	3096.16488044	3197.75182595
18	3436.99854361	3562.92718879
19	3793.47351905	3947.84176044
20	4165.16498879	4352.49554088
21	4551.63000109	4776.88853013
The found energies seem to fit the analytic results very well, at least for low n.
