61.50000000	5596017.51203705	111807.44568925,	92375.04227370
63.50000000	5587051.07869003	105272.67018198,	107876.25112800
67.50000000	5570699.42427622	93291.35445881,	136209.22126497
73.83668721	5548604.58339433	76969.44829082,	174625.96831485
80.34491395	5530006.32575188	63111.77276996,	207081.90147816
86.86264899	5514789.16337712	51692.07607983,	233718.76054305
93.44254114	5502253.95211058	42229.77663336,	255716.27125606
100.10952113	5491915.59620216	34388.04717012,	273896.35662772
106.90458833	5483368.29824950	27878.98791867,	288952.71383183
113.88858384	5476277.73401730	22461.46007534,	301460.80590736
120.00000000	5471219.48510868	18586.81615760,	310393.69873372
