54.31029066	5690879.64901580	65256.39215986,	44063.95882433
56.14045233	5667886.36916595	78857.01761514,	53456.61321890
57.99168734	5639895.85004827	95361.97126536,	64942.17868638
59.86922719	5605737.49386922	115426.38948866,	79036.11664212
60.00000000	5603115.61382413	116962.91998779,	80121.46618807


60.00000000	5603115.61382413	116962.91998779,	80121.46618807
60.50000000	5600712.94862279	115219.54460318,	84267.50677404
61.50000000	5596017.55040046	111807.42391235,	92375.02568719
63.50000000	5587051.11873442	105272.64973887,	107876.23152671
67.50000000	5570699.46736441	93291.33645708,	136209.19617851
73.78925817	5548754.41289841	77080.59552737,	174364.99157423
80.19448214	5530395.22854261	63402.61367998,	206402.15777741
86.52237588	5515509.78034168	52234.46938867,	232455.75026965
92.80779934	5503354.64072841	43062.59622315,	253782.76304845
99.05583140	5493410.42373901	35523.95222318,	271265.62403781
105.27447130	5485257.21284875	29319.43059257,	285623.35655868
111.46923601	5478561.66952951	24208.21308706,	297430.11738343
117.64464769	5473055.92527753	19994.44356438,	307149.63115809
120.00000000	5471219.54415906	18586.81198207,	310393.64385887
